Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,47.6875,45.1875,47.625,45.9375,334100.0,31.094823837280273
2000-01-04,46.0,44.5625,45.75,44.625,216500.0,30.206363677978516
2000-01-05,45.25,44.375,44.375,45.25,277100.0,30.62944793701172
2000-01-06,45.125,44.75,45.0,45.0625,206300.0,30.50252342224121
2000-01-07,45.75,41.25,42.5,44.375,1686300.0,30.037155151367188
2000-01-10,46.3125,43.5625,44.625,46.3125,562100.0,31.348630905151367
2000-01-11,48.875,45.625,46.0625,48.5,942300.0,32.829341888427734
2000-01-12,50.75,48.4375,48.4375,50.125,1412800.0,33.929290771484375
2000-01-13,52.0,50.25,50.5,52.0,892200.0,35.19847106933594
2000-01-14,56.25,52.75,52.75,55.625,1107900.0,37.65220642089844
2000-01-18,55.6875,53.625,55.625,54.625,582300.0,36.97531509399414
2000-01-19,54.875,53.6875,53.875,54.875,305500.0,37.144527435302734
2000-01-20,55.25,53.875,55.0,54.625,534900.0,36.97531509399414
2000-01-21,54.25,53.375,53.375,54.0625,537000.0,36.59457015991211
2000-01-24,54.5,54.0,54.0625,54.1875,890100.0,36.679168701171875
2000-01-25,54.25,49.5,54.1875,51.4375,796300.0,34.817726135253906
2000-01-26,51.375,49.875,50.4375,50.375,617500.0,34.098506927490234
2000-01-27,52.0,49.25,50.4375,50.25,426300.0,34.013912200927734
2000-01-28,50.0625,48.125,50.0,48.125,374800.0,32.57550811767578
2000-01-31,49.4375,47.0625,48.25,47.9375,595600.0,32.44860076904297
2000-02-01,48.0,46.625,48.0,46.9375,541300.0,31.771699905395508
2000-02-02,47.8125,47.0,47.0,47.4375,479100.0,32.11013412475586
2000-02-03,48.875,45.875,47.0,47.5,695900.0,32.26127243041992
2000-02-04,48.3125,47.0,47.375,48.0,301400.0,32.600833892822266
2000-02-07,48.25,47.625,47.75,48.0,204400.0,32.600833892822266
2000-02-08,48.25,47.8125,48.0,48.0,318100.0,32.600833892822266
2000-02-09,49.0,47.625,48.375,48.75,664300.0,33.11024856567383
2000-02-10,50.125,48.4375,48.625,50.125,683400.0,34.04412078857422
2000-02-11,51.6875,48.875,50.0,51.5625,628700.0,35.02044677734375
2000-02-14,53.0625,51.375,51.625,52.8125,718000.0,35.869422912597656
2000-02-15,52.8125,50.75,52.8125,51.0,433700.0,34.6384162902832
2000-02-16,51.0,49.6875,51.0,50.5625,490900.0,34.34127426147461
2000-02-17,50.625,49.8125,50.625,49.9375,371500.0,33.91676712036133
2000-02-18,49.5,47.0,49.25,47.625,260000.0,32.346160888671875
2000-02-22,47.75,45.5,47.75,46.75,345300.0,31.751880645751953
2000-02-23,47.5,46.0,47.0,47.125,217500.0,32.00657272338867
2000-02-24,46.625,45.0625,46.5,45.75,340800.0,31.072683334350586
2000-02-25,45.6875,42.25,45.6875,43.3125,646100.0,29.41718101501465
2000-02-28,43.8125,41.75,43.4375,43.5,510800.0,29.544519424438477
2000-02-29,44.0625,42.625,43.625,42.8125,453700.0,29.077594757080078
2000-03-01,42.375,40.8125,42.375,42.0,422500.0,28.52574348449707
2000-03-02,41.75,39.6875,41.75,39.6875,376000.0,26.95513343811035
2000-03-03,41.25,39.4375,39.6875,40.5625,429900.0,27.54941177368164
2000-03-06,41.0,39.8125,41.0,40.4375,479300.0,27.464523315429688
2000-03-07,41.0,38.8125,40.875,38.875,415300.0,26.403305053710938
2000-03-08,38.25,37.25,38.25,37.75,707200.0,25.639217376708984
