id,nombre,provincia_id,centroide_lat,centroide_lon
10084060000,MUTQUIN,10,-28.31784557,-66.14206429
10084070000,POMAN,10,-28.39278011,-66.2220824
10084080000,RINCON,10,-28.20226311,-66.14879913
10084090000,SAN MIGUEL,10,-28.1297413,-66.20195652
10084100000,SAUJIL,10,-28.17333708,-66.21451486
10084110000,SIJAN,10,-28.26235589,-66.22092992
10091010000,ANDALHUALA,10,-26.84794273,-66.02440686
10091020000,CASPICHANGO,10,-26.685929,-65.97079499
10091030001,CHAÑAR PUNCO,10,-26.75883429,-66.04930672
10091030002,LAMPACITO,10,-26.7265982,-66.04369791
10091030003,MEDANITOS,10,-26.75883429,-66.04930672
10091040000,EL CAJON,10,-26.39554769,-66.26419302
10091050000,EL DESMONTE,10,-26.90771687,-66.02042315
10091060000,EL PUESTO,10,-26.63076795,-66.0140419
10091070001,FAMATANCA,10,-26.81011956,-66.05952214
10091070002,SAN JOSE BANDA,10,-26.81011956,-66.05952214
10091080000,FUERTE QUEMADO,10,-26.63043364,-66.06443737
10091090000,LA HOYADA,10,-26.51890835,-66.36861097
10091100000,LA LOMA,10,-26.75749908,-66.03310649
10091110001,EL CERRITO,10,-26.6988605,-66.03873344
10091110002,LAS MOJARRAS,10,-26.6988605,-66.03873344
10091120000,LORO HUASI,10,-26.73613837,-66.02178458
10091130000,PUNTA DE BALASTO,10,-26.9300944,-66.14872943
10091140001,CASA DE PIEDRA,10,-26.82745505,-66.05062745
10091140002,LA PUNTILLA,10,-26.82745505,-66.05062745
10091140003,PALO SECO,10,-26.82745505,-66.05062745
10091140004,SAN JOSE NORTE,10,-26.7745985,-66.03625769
10091140005,SAN JOSE VILLA,10,-26.79193313,-66.03787763
10091150000,SANTA MARIA,10,-26.68911671,-66.01888444
10091160000,YAPES,10,-26.82898629,-66.01791668
10098010000,ALIJILAN,10,-28.17718127,-65.49159242
10098020000,BAÑADO DE OVANTA,10,-28.10340034,-65.3076846
10098030000,LAS CAÑAS,10,-28.2098696,-65.2230167
10098040000,LAVALLE,10,-28.19463381,-65.11378063
10098050000,LOS ALTOS,10,-28.04885905,-65.49736404
10098060000,MANANTIALES,10,-28.14696565,-65.50732357
10098070000,SAN PEDRO,10,-27.96084859,-65.1680077
10105010000,ANILLACO,10,-27.90015285,-67.61428387
10105020000,ANTINACO,10,-27.23144556,-67.60805494
10105030000,BANDA DE LUCERO,10,-28.06878506,-67.50770242
10105040000,CERRO NEGRO,10,-28.24324054,-67.14427318
10105050001,COPACABANA,10,-28.12439147,-67.4981014
10105050002,LA PUNTILLA,10,-28.12439147,-67.4981014
10105060000,CORDOBITA,10,-28.29797987,-67.16709044
10105070000,COSTA DE REYES,10,-28.29495992,-67.70290249
10105080000,EL PUEBLITO,10,-28.28881833,-67.1234523
10105090000,EL PUESTO,10,-27.92676215,-67.6304002
10105100000,EL SALADO,10,-28.31202063,-67.25087932
10105110001,FIAMBALA,10,-27.69316213,-67.6085749
10105110002,LA RAMADITA,10,-27.64424277,-67.6139458
10105110003,PAMPA BLANCA,10,-27.63543403,-67.61683897
10105120000,LOS BALVERDIS,10,-28.2769854,-67.10744441
10105130000,MEDANITOS,10,-27.52391307,-67.58914773
10105140000,PALO BLANCO,10,-27.33958528,-67.75922954
10105150000,PUNTA DEL AGUA,10,-27.21066682,-67.73179286
10105160000,SAUJIL,10,-27.56321276,-67.63551306
10105170000,TATON,10,-27.32701224,-67.47477018
10105180000,TINOGASTA,10,-28.06375107,-67.58026958
10112010000,EL PORTEZUELO,10,-28.48186804,-65.63513267
10112020000,HUAYCAMA,10,-28.53344836,-65.68212795
10112030000,LAS TEJAS,10,-28.64688896,-65.78899355
10112040001,EL BAÑADO,10,-28.45943525,-65.71137172
10112040002,POLCOS,10,-28.43338159,-65.72029734
10112040003,POZO DEL MISTOL,10,-28.46897899,-65.71950473
10112040004,SAN ISIDRO,10,-28.45831097,-65.72675767
10112040005,SANTA ROSA,10,-28.44780229,-65.7055329
10112040006,SUMALAO,10,-28.47464555,-65.743348
10112040007,VILLA DOLORES,10,-28.44347392,-65.72153606
10112050000,SANTA CRUZ,10,-28.49289465,-65.67444656
14007010000,AMBOY,14,-32.17591652,-64.57654832
14007020000,ARROYO SAN ANTONIO,14,-32.26205146,-64.59372532
14007030000,CAÑADA DEL SAUCE,14,-32.36799916,-64.64252234
14007040000,CAPILLA VIEJA,14,-31.94202742,-64.61654061
14007050000,EL CORCOVADO - EL TORREON,14,-32.14975907,-64.50159147
14007055000,EL DURAZNO,14,-32.16956561,-64.77477105
14007060000,EMBALSE,14,-32.20650769,-64.40062268
14007070000,LA CRUZ,14,-32.30340557,-64.48310897
14007080000,LA CUMBRECITA,14,-31.89696439,-64.77515894
14007090000,LAS BAJADAS,14,-32.09540636,-64.33105355
14007100000,LAS CALERAS,14,-32.38936125,-64.51859234
14007110000,LOS CONDORES,14,-32.32112777,-64.28100803
14007120000,LOS MOLINOS,14,-31.85682232,-64.37795216
14007120001,LOS MOLINOS,14,-31.85829016,-64.37505779
14007120002,VILLA SAN MIGUEL,14,-31.85829016,-64.37505779
14007130000,LOS REARTES,14,-31.91985608,-64.57550371
14007140000,LUTTI,14,-32.2989441,-64.72543792
14007160000,PARQUE CALMAYO,14,-32.02374431,-64.46416368
14007170000,RIO DE LOS SAUCES,14,-32.52655953,-64.58695308
14007180000,SAN AGUSTIN,14,-31.97631551,-64.37330672
14007190000,SAN IGNACIO (LOTEO SAN JAVIER),14,-32.16678567,-64.51639721
14007210000,SANTA ROSA DE CALAMUCHITA,14,-32.07005782,-64.53763373
14007210001,SANTA MONICA,14,-32.06659514,-64.57910186
14007210002,SANTA ROSA DE CALAMUCHITA,14,-32.07315737,-64.54473238
14007210003,SAN IGNACIO (LOTEO VELEZ CRESPO),14,-32.09945127,-64.53375918
14007220000,SEGUNDA USINA,14,-32.1650426,-64.37842259
14007230000,SOLAR DE LOS MOLINOS,14,-31.82622167,-64.51978027
14007240000,VILLA ALPINA,14,-31.9532611,-64.81325414
14007250000,VILLA AMANCAY,14,-32.18639283,-64.57045298
14007260000,VILLA BERNA,14,-31.90523826,-64.74288236
14007270000,VILLA CIUDAD PARQUE LOS REARTES (1a.SECC,14,-31.91187049,-64.52796135
14007270001,VILLA CIUDAD PARQUE LOS REARTES,14,-31.90915761,-64.54568874
14007270002,VILLA CIUDAD PARQUES LOS REARTES (1° SECCION),14,-31.90915761,-64.54568874
14007270003,VILLA CIUDAD PARQUE LOS REARTES (3° SECCION),14,-31.90915761,-64.54568874
14007290000,VILLA DEL DIQUE,14,-32.16968372,-64.45679528
14007300000,VILLA EL TALA,14,-32.25426736,-64.58500392
14007310000,VILLA GENERAL BELGRANO,14,-31.98082364,-64.56061915
14007320000,VILLA LA RIVERA,14,-32.26673294,-64.52049288
14007330000,VILLA QUILLINZO,14,-32.23843654,-64.5210499
14007340000,VILLA RUMIPAL,14,-32.18938134,-64.47920634
14007360000,VILLA YACANTO,14,-32.10378253,-64.75410283
14014010000,CORDOBA,14,-31.41381662,-64.18333843
14014010001,JARDIN ARENALES,14,-31.36864063,-64.0603032
14014010002,LA FLORESTA,14,-31.3961495,-64.06091435
14014010003,CORDOBA,14,-31.41774326,-64.18960135
14021010000,AGUA DE ORO,14,-31.05822813,-64.29557936
14021020000,ASCOCHINGA,14,-30.95946455,-64.27541656
14021025000,BARRIO NUEVO RIO CEBALLOS,14,-31.198023,-64.28879243
14021030000,CANTERAS EL SAUCE,14,-31.08641401,-64.3145341
14021040000,CASA BAMBA,14,-31.34290171,-64.39927188
14021050000,COLONIA CAROYA,14,-31.01723225,-64.06672861
14021060000,COLONIA TIROLESA,14,-31.23578593,-64.0672541
14021070000,COLONIA VICENTE AGUERO,14,-31.02778493,-64.01904565
14021075000,VILLA CORAZON DE MARIA,14,-31.44352944,-63.9963794
14021080000,CORRAL QUEMADO,14,-30.98903535,-64.37784489
14021090000,COUNTRY CHACRAS DE LA VILLA - COUNTRY SA,14,-31.30150801,-64.23822297
14021090001,COUNTRY CHACRAS DE LA VILLA,14,-31.29823107,-64.23714165
14021090002,COUNTRY SAN ISIDRO,14,-31.30553364,-64.24801693
14021110000,EL MANZANO,14,-31.08176171,-64.29983242
14021120000,ESTACION COLONIA TIROLESA,14,-31.27355505,-64.01505457
14021130000,GENERAL PAZ,14,-31.13411891,-64.14100566
14021140000,JESUS MARIA,14,-30.98119374,-64.09577129
14021150000,LA CALERA,14,-31.34415418,-64.33680937
14021150001,DUMESNIL,14,-31.3321163,-64.33365986
14021150002,LA CALERA,14,-31.34309638,-64.33022755
14021150003,EL DIQUECITO,14,-31.35891436,-64.36509325
14021160000,LA GRANJA,14,-31.00543741,-64.26167835
14021165000,LA MORADA,14,-31.30507266,-64.26258441
14021170000,LA PUERTA,14,-31.14193006,-64.04021882
14021175000,LAS CORZUELAS,14,-31.24089608,-64.2618872
14021180000,LOS MOLLES,14,-31.01670703,-64.22538808
14021190000,MALVINAS ARGENTINAS,14,-31.36770254,-64.05031964
14021200000,MENDIOLAZA,14,-31.26346798,-64.30383365
14021210000,MI GRANJA,14,-31.35011066,-63.9996451
14021220000,PAJAS BLANCAS,14,-31.21463567,-64.27682599
14021230000,RIO CEBALLOS,14,-31.17485356,-64.30967618
14021240000,SALDAN,14,-31.31426968,-64.3129043
14021250000,SALSIPUEDES,14,-31.13883441,-64.29066104
14021250001,EL PUEBLITO,14,-31.10655641,-64.29719451
14021250002,SALSIPUEDES,14,-31.13492693,-64.28733311
14021260000,SANTA ELENA,14,-31.2593058,-64.07531896
14021270000,TINOCO,14,-31.12387902,-63.89237778
14021280000,UNQUILLO,14,-31.2319725,-64.31774256
14021290000,VILLA ALLENDE,14,-31.29220676,-64.29500777
14021300000,VILLA CERRO AZUL,14,-31.07021399,-64.31973336
14021310000,VILLA EL FACHINAL - PARQUE NORTE - GUIÑA,14,-31.31013072,-64.18052708
14021310001,GUIÑAZU NORTE,14,-31.30671529,-64.17032536
14021310002,PARQUE NORTE,14,-31.30007544,-64.17674287
14021310004,1 DE AGOSTO,14,-31.30690735,-64.17853146
14021310005,ALMIRANTE BROWN,14,-31.30756721,-64.18148275
14021310006,CIUDAD DE LOS NIÑOS,14,-31.29571965,-64.17686853
14021310007,VILLA PASTORA,14,-31.30690735,-64.17853146
14021320000,VILLA LOS LLANOS,14,-31.27425712,-64.16411428
14021320001,JUAREZ CELMAN,14,-31.25702273,-64.1651662
14021320002,VILLA LOS LLANOS,14,-31.27570109,-64.16268354
14028010000,ALTO DE LOS QUEBRACHOS,14,-30.54096581,-65.03843877
14028020000,BAÑADO DE SOTO,14,-30.80443579,-65.04366202
14028030000,CANTERAS QUILPO,14,-30.86669329,-64.68290106
14028040000,CRUZ DE CAÑA,14,-31.06624663,-64.94253217
14028050000,CRUZ DEL EJE,14,-30.72185922,-64.80773773
14028060000,EL BRETE,14,-30.67221006,-64.86990703
14028070000,EL RINCON,14,-30.73972071,-64.64849248
14028080000,GUANACO MUERTO,14,-30.47941318,-65.05976277
14028090000,LA BANDA,14,-30.76285922,-64.64598393
14028100000,LA BATEA,14,-30.44176465,-65.42383865
14028110000,LA HIGUERA,14,-31.01395484,-65.10203137
14028120000,LAS CAÑADAS,14,-30.93324795,-64.71897587
14028130000,LAS PLAYAS,14,-30.68959001,-64.85088313
14028140000,LOS CHAÑARITOS,14,-30.57248239,-64.94107782
14028150000,MEDIA NARANJA,14,-30.62331047,-64.95154061
14028160000,PASO VIEJO,14,-30.76868358,-65.18647002
14028170000,SAN MARCOS SIERRA,14,-30.78034206,-64.64685151
14028180000,SERREZUELA,14,-30.63920263,-65.38130096
14028190000,TUCLAME,14,-30.74852848,-65.23754107
14028200000,VILLA DE SOTO,14,-30.85297726,-64.99249973
14035010000,DEL CAMPILLO,14,-34.37608471,-64.49453992
14035020000,ESTACION LECUEDER,14,-34.49641104,-64.8094622
14035030000,HIPOLITO BOUCHARD,14,-34.7223142,-63.50801306
14035040000,HUINCA RENANCO,14,-34.83972512,-64.37248768
14035050000,ITALO,14,-34.79118207,-63.78120839
14035060000,MATTALDI,14,-34.48038673,-64.1695033
14035070000,NICOLAS BRUZZONE,14,-34.4382295,-64.33837073
14035080000,ONAGOITY,14,-34.77030212,-63.67032307
14035090000,PINCEN,14,-34.83792914,-63.91558047
14035100000,RANQUELES,14,-34.84369378,-64.09877409
14035110000,SANTA MAGDALENA,14,-34.5147366,-63.94151094
14035120000,VILLA HUIDOBRO,14,-34.83718177,-64.58335717
14035130000,VILLA SARMIENTO,14,-34.12161957,-64.72404994
14035140000,VILLA VALERIA,14,-34.34085304,-64.91784494
14042010000,ARROYO ALGODON,14,-32.2019666,-63.16278619
14042020000,ARROYO CABRAL,14,-32.4889825,-63.40147945
14042030000,AUSONIA,14,-32.66138258,-63.24479738
14042040000,CHAZON,14,-33.07725983,-63.27543529
14042050000,ETRURIA,14,-32.94051571,-63.24725651
14042060000,LA LAGUNA,14,-32.80141498,-63.24400457
14042070000,LA PALESTINA,14,-32.61558848,-63.40923521
14042080000,LA PLAYOSA,14,-32.09969486,-63.03252896
14042090000,LAS MOJARRAS,14,-32.30296871,-63.23285558
14042100000,LUCA,14,-32.54019796,-63.47625364
14042110000,PASCO,14,-32.7470045,-63.34112543
14042120000,SANABRIA,14,-32.52756004,-63.24796161
14042130000,SILVIO PELLICO,14,-32.25063381,-62.93165012
14042140000,TICINO,14,-32.69192714,-63.43530444
14042150000,TIO PUJIO,14,-32.28637391,-63.35401795
14042160000,VILLA ALBERTINA,14,-32.4342176,-63.18445865
14042170000,VILLA MARIA,14,-32.41208361,-63.24999512
14042180000,VILLA NUEVA,14,-32.42882518,-63.24935925
14042190000,VILLA OESTE,14,-32.43433197,-63.28755916
14049010000,AVELLANEDA,14,-30.5946762,-64.20783934
14049020000,CAÑADA DE RIO PINTO,14,-30.77591832,-64.2182972
14049030000,CHUÑA,14,-30.46872746,-64.67122877
14049040000,COPACABANA,14,-30.61134862,-64.55556886
14049050000,DEAN FUNES,14,-30.42294094,-64.35166977
14049060000,ESQUINA DEL ALAMBRE,14,-30.60161183,-64.90740333
14049080000,LOS POZOS,14,-30.51545167,-64.26644499
14049090000,OLIVARES DE SAN NICOLAS,14,-30.60205037,-64.84336537
14049100000,QUILINO,14,-30.21595522,-64.5029777
14049110000,SAN PEDRO DE TOYOS,14,-30.4541583,-64.44756887
14049120000,VILLA GUTIERREZ,14,-30.65695117,-64.18195908
14049130000,VILLA QUILINO,14,-30.21011575,-64.47756742
14056010000,ALEJANDRO ROCA,14,-33.35645145,-63.72055039
14056020000,ASSUNTA,14,-33.6332962,-63.22590609
14056030000,BENGOLEA,14,-33.02741731,-63.67192779
14056040000,CARNERILLO,14,-32.91531421,-64.02565806
14056050000,CHARRAS,14,-33.02416773,-64.04582624
14056060000,EL RASTREADOR,14,-33.66447873,-63.5392368
14056070000,GENERAL CABRERA,14,-32.81189108,-63.87369657
14056080000,GENERAL DEHEZA,14,-32.75492912,-63.78503835
14056090000,HUANCHILLAS,14,-33.66552273,-63.63726184
14056100000,LA CARLOTA,14,-33.42016794,-63.29698026
14056110000,LOS CISNES,14,-33.4000601,-63.47165156
14056120000,OLAETA,14,-33.04348212,-63.90859574
14056130000,PACHECO DE MELO,14,-33.76005751,-63.48985898
14056140000,PASO DEL DURAZNO,14,-33.17045545,-64.04786701
14056150000,SANTA EUFEMIA,14,-33.17675296,-63.28203587
14056160000,UCACHA,14,-33.03343928,-63.50825716
14056170000,VILLA REDUCCION,14,-33.20145563,-63.86222072
14063010000,ALEJO LEDESMA,14,-33.60761259,-62.62614057
14063020000,ARIAS,14,-33.64116328,-62.40278901
14063030000,CAMILO ALDAO,14,-33.12374083,-62.09659546
14063040000,CAPITAN GENERAL BERNARDO O`HIGGINS,14,-33.24720281,-62.26973836
14063050000,CAVANAGH,14,-33.4783349,-62.33934646
14063060000,COLONIA BARGE,14,-33.25854115,-62.60816283
14063070000,COLONIA ITALIANA,14,-33.31191809,-62.18079879
14063080000,COLONIA VEINTICINCO,14,-32.88836793,-61.93478259
14063090000,CORRAL DE BUSTOS,14,-33.28162199,-62.18545089
14063100000,CRUZ ALTA,14,-33.00699473,-61.8109726
14063110000,GENERAL BALDISSERA,14,-33.12201718,-62.30372126
14063120000,GENERAL ROCA,14,-32.73051153,-61.91713871
14063130000,GUATIMOZIN,14,-33.46174113,-62.43914345
14063140000,INRIVILLE,14,-32.94384052,-62.23054875
14063150000,ISLA VERDE,14,-33.24010715,-62.40442655
14063160000,LEONES,14,-32.65839141,-62.29991463
14063170000,LOS SURGENTES,14,-32.98438263,-62.02370399
14063180000,MARCOS JUAREZ,14,-32.69130998,-62.10579467
14063190000,MONTE BUEY,14,-32.91752803,-62.4576576
14063210000,SAIRA,14,-32.40641164,-62.10298318
14063220000,SALADILLO,14,-32.93316049,-62.34287743
14063230000,VILLA ELISA,14,-32.74877758,-62.3306744
14070010000,CIENAGA DEL CORO,14,-31.03811427,-65.27758885
14070020000,EL CHACHO,14,-30.80179741,-65.64405214
14070030000,ESTANCIA DE GUADALUPE,14,-31.12421016,-65.22690021
14070040000,GUASAPAMPA,14,-31.09753571,-65.32818751
14070050000,LA PLAYA,14,-31.03502574,-65.34531222
14070060000,SAN CARLOS MINAS,14,-31.17559042,-65.10170543
14070070000,TALAINI,14,-31.24969247,-65.16720004
14070080000,TOSNO,14,-30.94994256,-65.30992774
14077010000,CHANCANI,14,-31.41728202,-65.44534213
14077020000,LAS PALMAS,14,-31.38000762,-65.28997572
14077030000,LOS TALARES,14,-31.3754115,-65.03860115
14077040000,SALSACATE,14,-31.31516167,-65.09102606
14077050000,SAN GERONIMO,14,-31.340952,-64.91319497
14077060000,TALA CAÑADA,14,-31.35702897,-64.97645193
14077070000,TANINGA,14,-31.34540005,-65.08011687
14077080000,VILLA DE POCHO,14,-31.48808948,-65.28303539
14084010000,GENERAL LEVALLE,14,-34.00983248,-63.92253675
14084020000,LA CESIRA,14,-33.95186112,-62.97448941
14084030000,LABOULAYE,14,-34.12361221,-63.38864631
14084040000,LEGUIZAMON,14,-34.20407885,-62.97688895
14084050000,MELO,14,-34.34831912,-63.44717144
14084060000,RIO BAMBA,14,-34.05112112,-63.73215329
14084070000,ROSALES,14,-34.17179073,-63.15347985
14084080000,SAN JOAQUIN,14,-34.51063956,-63.7132747
14084090000,SERRANO,14,-34.4699819,-63.53755953
14084100000,VILLA ROSSI,14,-34.29793733,-63.26853971
14091010000,BARRIO SANTA ISABEL,14,-30.83752671,-64.53670046
14091020000,BIALET MASSE,14,-31.31230816,-64.46296964
14091020001,BIALET MASSE,14,-31.32142857,-64.48187032
14091020002,SAN ROQUE DEL LAGO,14,-31.32668744,-64.45446895
14091030000,CABALANGO,14,-31.3931049,-64.56356526
14091040000,CAPILLA DEL MONTE,14,-30.85639667,-64.52626888
14091050000,CASA GRANDE,14,-31.16971299,-64.47762143
14091060000,CHARBONIER,14,-30.77208691,-64.54415955
14091070000,COSQUIN,14,-31.24057122,-64.46553126
14091080000,CUESTA BLANCA,14,-31.47877819,-64.57734669
14091090000,ESTANCIA VIEJA,14,-31.38425971,-64.51733082
14091100000,HUERTA GRANDE,14,-31.06009272,-64.48430427
14091110000,LA CUMBRE,14,-30.97924615,-64.49090871
14091120000,LA FALDA,14,-31.09196499,-64.48644178
14091130000,LAS JARILLAS,14,-31.51822566,-64.53459288
14091140000,LOS COCOS,14,-30.92697749,-64.50261239
14091150000,MALLIN,14,-31.29767475,-64.57498135
14091160000,MAYU SUMAJ,14,-31.46686464,-64.54276348
14091170000,QUEBRADA DE LUNA,14,-30.79498989,-64.52109789
14091180000,SAN ANTONIO DE ARREDONDO,14,-31.47822647,-64.52893504
14091190000,SAN ESTEBAN,14,-30.91997841,-64.53600367
14091200000,SAN ROQUE,14,-31.34969044,-64.45992939
14091210000,SANTA MARIA DE PUNILLA,14,-31.27033199,-64.46533577
14091220000,TALA HUASI,14,-31.47244693,-64.56515077
14091230000,TANTI,14,-31.35490724,-64.59095583
14091240000,VALLE HERMOSO,14,-31.11728883,-64.48425283
14091250000,VILLA CARLOS PAZ,14,-31.41823802,-64.49334481
14091260000,VILLA FLOR SERRANA,14,-31.38646904,-64.60036593
14091270000,VILLA GIARDINO,14,-31.03627739,-64.49288991
14091280000,VILLA LAGO AZUL,14,-31.37402572,-64.48311229
14091290000,VILLA PARQUE SIQUIMAN,14,-31.34571709,-64.48025711
14091300000,VILLA RIO ICHO CRUZ,14,-31.47910656,-64.56274741
14091310000,VILLA SAN JOSE,14,-31.2796128,-64.56534369
14091320000,VILLA SANTA CRUZ DEL LAGO,14,-31.36932285,-64.52053708
14098010000,ACHIRAS,14,-33.17701759,-64.9944685
14098020000,ADELIA MARIA,14,-33.63162022,-64.0208373
14098030000,ALCIRA,14,-32.75706529,-64.33785993
14098040000,ALPA CORRAL,14,-32.69040367,-64.72117105
14098050000,BERROTARAN,14,-32.45286692,-64.38544047
14098060000,BULNES,14,-33.50328182,-64.67557352
14098070000,CHAJAN,14,-33.55633613,-65.00526992
14098080000,CHUCUL,14,-33.00895468,-64.17124934
14098090000,CORONEL BAIGORRIA,14,-32.84954789,-64.35985914
14098100000,CORONEL MOLDES,14,-33.62308687,-64.59710335
14098110000,ELENA,14,-32.57206841,-64.39295184
14098120000,LA CAROLINA,14,-33.18684337,-64.72511297
14098130000,LA CAUTIVA,14,-33.97859139,-64.08429895
14098140000,LA GILDA,14,-33.20829592,-64.2584449
14098150000,LAS ACEQUIAS,14,-33.2822487,-63.97587639
14098160000,LAS ALBAHACAS,14,-32.89249338,-64.84359152
14098170000,LAS HIGUERAS,14,-33.08924222,-64.28682277
14098180000,LAS PEÑAS,14,-32.53485119,-64.1052292
14098190000,LAS VERTIENTES,14,-33.28394639,-64.57814623
14098200000,MALENA,14,-33.48934109,-64.43200081
14098210000,MONTE DE LOS GAUCHOS,14,-33.63688796,-63.89000688
14098220000,PASO DEL DURAZNO,14,-33.17006844,-64.04963077
14098230000,RIO CUARTO,14,-33.12426312,-64.3487377
14098240000,SAMPACHO,14,-33.3845383,-64.72198495
14098250000,SAN BASILIO,14,-33.49785425,-64.31518282
14098260000,SANTA CATALINA,14,-33.20593845,-64.43481645
14098270000,SUCO,14,-33.43947297,-64.83166109
14098280000,TOSQUITAS,14,-33.81882482,-64.45693274
14098290000,VICUÑA MACKENNA,14,-33.91723575,-64.39022227
14098300000,VILLA EL CHACAY,14,-32.89372666,-64.86751408
14098310000,VILLA SANTA EUGENIA,14,-32.66510664,-64.74150181
14098320000,WASHINGTON,14,-33.87336764,-64.68861822
14105010000,ATAHONA,14,-30.90353162,-63.70556512
14105020000,CAÑADA DE MACHADO,14,-31.42892427,-63.58702645
14105030000,CAPILLA DE LOS REMEDIOS,14,-31.43020658,-63.83214969
14105040000,CHALACEA,14,-30.75457073,-63.56822659
14105050000,COLONIA LAS CUATRO ESQUINAS,14,-31.17358516,-63.33759219
14105060000,DIEGO DE ROJAS,14,-31.02864042,-63.34027955
14105070000,EL ALCALDE,14,-31.11613968,-63.60174105
14105080000,EL CRISPIN,14,-31.0179716,-63.60516506
14105090000,ESQUINA,14,-31.07729113,-63.79356278
14105100000,KILOMETRO 658,14,-31.37018094,-63.53260255
14105110000,LA PARA,14,-30.89253597,-63.00106627
14105120000,LA POSTA,14,-30.5653596,-63.51630537
14105130000,LA PUERTA,14,-30.89260512,-63.2532712
14105140000,LA QUINTA,14,-31.06225885,-63.15012818
14105150000,LAS GRAMILLAS,14,-31.08825551,-63.24184446
14105160000,LAS SALADAS,14,-30.7594681,-63.20350273
14105170000,MAQUINISTA GALLINI,14,-30.90744197,-63.53211861
14105180000,MONTE DEL ROSARIO,14,-30.98260263,-63.60178504
14105190000,MONTECRISTO,14,-31.34385387,-63.94577356
14105200000,OBISPO TREJO,14,-30.78119245,-63.41304943
14105210000,PIQUILLIN,14,-31.29958444,-63.75910507
14105220000,PLAZA DE MERCEDES,14,-30.97805145,-63.2596192
14105230000,PUEBLO COMECHINGONES,14,-31.16854859,-63.60758209
14105240000,RIO PRIMERO,14,-31.32918385,-63.62186673
14105250000,SAGRADA FAMILIA,14,-31.28972823,-63.4454717
14105260000,SANTA ROSA DE RIO PRIMERO,14,-31.15147721,-63.40159126
14105270000,VILLA FONTANA,14,-30.89400883,-63.1159182
14112010000,CERRO COLORADO,14,-30.09605993,-63.92877317
14112020000,CHAÑAR VIEJO,14,-30.0139607,-63.85037522
14112030000,EUFRASIO LOZA,14,-29.92472264,-63.58891521
14112040000,GUTEMBERG,14,-29.72270925,-63.51499519
14112050000,LA RINCONADA,14,-30.18465379,-62.83014263
14112060000,LOS HOYOS,14,-29.80243407,-63.62736228
14112070000,PUESTO DE CASTRO,14,-30.23908238,-63.49168541
14112080000,RAYO CORTADO,14,-30.07425933,-63.82498182
14112090000,SAN PEDRO DE GUTEMBERG,14,-29.69822842,-63.56108095
14112100000,SANTA ELENA,14,-30.11747566,-63.84380547
14112110000,SEBASTIAN ELCANO,14,-30.16144626,-63.59345039
14112120000,VILLA CANDELARIA NORTE,14,-29.81629632,-63.35483914
14112130000,VILLA DE MARIA,14,-29.90435834,-63.72231899
14119010000,CALCHIN,14,-31.66793599,-63.20068709
14119020000,CALCHIN OESTE,14,-31.86338684,-63.27816838
14119030000,CAPILLA DEL CARMEN,14,-31.50816782,-63.34213545
14119040000,CARRILOBO,14,-31.87164688,-63.11650744
14119050000,COLAZO,14,-31.96429309,-63.38340111
14119060000,COLONIA VIDELA,14,-31.91750447,-63.50471595
14119070000,COSTASACATE,14,-31.64709847,-63.75989558
14119080000,IMPIRA,14,-31.79659292,-63.65112077
14119090000,LAGUNA LARGA,14,-31.77839872,-63.8027369
14119100000,LAS JUNTURAS,14,-31.8313973,-63.45063645
14119110000,LOS CHAÑARITOS,14,-31.40213775,-63.33210304
14119120000,LUQUE,14,-31.64687363,-63.3447983
14119130000,MANFREDI,14,-31.84405856,-63.74607461
14119140000,MATORRALES,14,-31.71447204,-63.51185215
14119150000,ONCATIVO,14,-31.91283581,-63.68368203
14119160000,PILAR,14,-31.68045169,-63.88149798
14119170000,POZO DEL MOLLE,14,-32.01943899,-62.91991826
14119180000,RINCON,14,-31.59538547,-63.61554143
14119190000,RIO SEGUNDO,14,-31.65015397,-63.91186302
14119200000,SANTIAGO TEMPLE,14,-31.3871253,-63.4182078
14119210000,VILLA DEL ROSARIO,14,-31.55401133,-63.5341489
14126010000,AMBUL,14,-31.48968302,-65.05665404
14126020000,ARROYO LOS PATOS,14,-31.75008166,-65.00430019
14126030000,EL HUAYCO,14,-31.84584832,-64.95609218
14126040000,LA CORTADERA,14,-31.6686684,-65.37239422
14126050000,LAS CALLES,14,-31.82068555,-64.97176088
14126060000,LAS OSCURAS,14,-31.66337187,-65.31909501
14126070000,LAS RABONAS,14,-31.85444947,-64.98709706
14126080000,LOS CALLEJONES,14,-31.93226891,-65.23306534
14126090000,MINA CLAVERO,14,-31.72678436,-65.00553326
14126100000,MUSSI,14,-31.42732416,-65.07568948
14126110000,NONO,14,-31.79557003,-65.00340363
14126120000,PANAHOLMA,14,-31.62689288,-65.05866589
14126130000,SAN HUBERTO,14,-31.83252938,-64.98567291
14126140000,SAN LORENZO,14,-31.68222768,-65.02556854
14126150000,SAN MARTIN,14,-31.89698632,-65.5246626
14126160000,SAN PEDRO,14,-31.93682441,-65.21924022
14126170000,SAN VICENTE,14,-31.85498465,-65.43044998
14126180000,SAUCE ARRIBA,14,-31.91438339,-65.16879283
14126190000,TASNA,14,-31.63034069,-65.14833816
14126200000,VILLA CURA BROCHERO,14,-31.70636908,-65.01911098
14126210000,VILLA SARMIENTO,14,-31.93665725,-65.1917967
14133010000,CONLARA,14,-32.078861,-65.23125864
